name,address,phone,google_logo_url,type,latitude,longitude,Full Address
Intak Computers Ltd.,"180, Awolowo Rd., Ikoyi, Lagos , Nigeria",01-2615774,,others,6.442498899,3.420563038,"Awolowo Road, Ikoyi, Falomo, Eti Osa, Lagos, 101241, Nigeria"
International Data Managt. Sers. Ltd.,"20 Oba Akran Ave., Lagos , Nigeria",01-4935203,,others,6.597083741,3.340951092,"Oba Akran Avenue, Ikeja, Lagos, 100282, Nigeria"
International African Shipping Dev. Co Ltd.,"21 Payne Cres. Apapa Lagos , Nigeria",01-5876756,,others,6.442197308,3.370602758,"Payne Crescent, Ilado, Apapa, Lagos, 101001, Nigeria"
INT L TRADING AND PROCUREMENTS LTD.,"279B CORPORATION DRIVE DOLPHIN ESTATE IKOYI , Lagos, Nigeria",1447093,,others,6.458447458,3.412492206,"Corporation Drive, Dolphin Estate, Ikoyi, Eti Osa, Lagos, 101222, Nigeria"
Interbiz Enter.,"42, Gaskiya College Rd., Ijora, Lagos , Nigeria",01-5871001,,others,6.466542966,3.363245945,"Gaskiya College Road, Ijora, Apapa, Lagos, 101001, Nigeria"
Intercontinental Shipping Lines Ltd.,"9B Dakar Rd. Apapa Lagos , Nigeria",01-5873385 01-5873391,,others,6.447059305,3.355968299,"Dakar Road, Apapa, Lagos, 101001, Nigeria"
Inter-State Secu. Ltd.,"Catholic Mission St. Lagos , Nigeria",01-2631600,,others,6.450077087,3.397053984,"Catholic Mission Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
International Foundation For Edu. Self Help,"Olukunle Bakare Cl. V/I Lagos , Nigeria",01-618584 . 01-618642,,others,6.43080485,3.4265605,"Olukunle Bakare Close, Victoria Island, Itirin, Eti Osa, Lagos, 500001, Nigeria"
Inter. Tradg. Inst,"Ribadu Rd. Ikoyi Lagos , Nigeria",01-2694972,,others,6.445273916,3.418093047,"Ribadu Road, Ikoyi, Eti Osa, Lagos, 101241, Nigeria"
Inucon Nig. Ltd.,"151, Awolowo Rd. Ikoyi, Lagos , Nigeria",01-683709,,others,6.442498899,3.420563038,"Awolowo Road, Ikoyi, Falomo, Eti Osa, Lagos, 101241, Nigeria"
Invisible Gen. Store Ltd.,"22 Church St. Lagos , Nigeria",01-2661112,,others,6.529216907,3.378664977,"Church Street, Somolu, Shomolu, Lagos, 100231, Nigeria"
I Partners Ltd,"1438, Sanusi Fafunwa Street, Victoria Island, Lagos, Nigeria",8122243816,,others,6.431168163,3.427230749,"Sanusi Fafunwa Street, Victoria Island, Itirin, Eti Osa, Lagos, 500001, Nigeria"
Iranlowo Oluwa Stationery Stores,"18 Mosalasi St. Lagos , Nigeria",01-5823867,,others,6.633820257,3.325245324,"Mosalasi Street, Ifako/Ijaye, Lagos, 100276, Nigeria"
Irede Tradg. Co.,"187A Isolo Rd. Mushin Lagos , Nigeria",01-4523826,,others,6.528659579,3.347240227,"Isolo Road, Tinubu, Mushin, Lagos, 102215, Nigeria"
Ise-ljinle Tradg Co.,"21, Kodesoh St., Lagos , Nigeria",01-4964019,,others,6.594014,3.342019776,"Kodesoh Street, Ikeja, Lagos, 100282, Nigeria"
Isimala & Sons,"30 Binuyo Street, Lagos Island, Nigeria",-8055347587,,others,6.457696371,3.391684989,"Binuyo Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Island Maternity,"Campbell St. L/Island Lagos , Nigeria",01-2601626,,others,6.446403627,3.397993116,"Campbell Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Ismal Graphic Arts Production,"68A, Olushi St., Lagos, Nigeria",01-2632691,,others,6.455284094,3.393622083,"Olushi Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Ismail Trading Co. Nig. Ltd.,"15A Kodesoh St. Ikeja Lagos , Nigeria",01-4964922,,others,6.594014,3.342019776,"Kodesoh Street, Ikeja, Lagos, 100282, Nigeria"
Ismail Tradg. Co.,"15A. Kodesoh St., Ikeja. Lagos , Nigeria",01-4964922,,others,6.594014,3.342019776,"Kodesoh Street, Ikeja, Lagos, 100282, Nigeria"
Isolo Community Bank,"47B Ire Akari Est. Rd., Isolo , Lagos, Nigeria",01-4527139,,others,6.524617423,3.322150192,"Ire-Akari Estate Road, Oshodi/Isolo, Lagos, 100263, Nigeria"
Italafro Builders Nig. Ltd.,"Lagos, Nigeria",01-931197,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Italinger Constr. Nig. Ltd.,"Lagos, Nigeria",01-4960783,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Itoh C. & Co. Ltd.,"28E Glover Rd. Ikoyi, Lagos , Nigeria",01-2694165,,others,6.453754987,3.433766134,"Glover Road, Ikoyi, Falomo, Eti Osa, Lagos, 101222, Nigeria"
Iyalabani Tradg. Co. Ltd.,"4, Idita St., Lagos , Nigeria",01-2660146,,others,6.4877547,3.3522718,"Idita Street, Animashawun, Surulere, Lagos, 102215, Nigeria"
Iyeru-Okin Plastic Ind Ltd.,"20, Oroyinyin St., Box 8751 , Lagos, Nigeria",01-2661491,,others,6.461050909,3.390533766,"Oroyinyin Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Iyoba Hotel,"1 Sadiku St. Mushin Lagos , Nigeria",01-5842742,,others,6.522856189,3.339337615,"Sadiku Street, Mushin, Lagos, 102215, Nigeria"
Izako Tradg Co.,"30 Ikoyi Rd Ikoyi Lagos , Nigeria",01-687168,,others,6.451614722,3.415122645,"Ikoyi Road, Ikoyi, Falomo, Eti Osa, Lagos, 101222, Nigeria"
Jabila Inter. Hotel,"144 Obafemi Awolowo Wy. Ikeja Lagos , Nigeria",01-4978680 01-4978681,,others,6.602383275,3.344455913,"Obafemi Awolowo Way, Alausa, Ikeja, Lagos, 100282, Nigeria"
Jabara Trans.,"15, Caulcrick Rd., Lagos , Nigeria",01-5873848,,others,6.446660379,3.370841323,"Caulcrick Road, Apapa, Lagos, 101001, Nigeria"
Jack-Jay (Nig.) Ltd.,"40 Unity Rd. Ikeja Lagos , Nigeria",01-4960117,,others,6.594840761,3.345990745,"Unity Road, Ikeja, Lagos, 100281, Nigeria"
Jafana Venture Nig Ltd.,"40 Calcutta Cres. Apapa Lagos , Nigeria",01-5876360 01-5874452,,others,6.440410189,3.365348356,"Calcutta Crescent, Ilado, Apapa, Lagos, 101001, Nigeria"
Jagal Group Of Cos.,"Lagos, Nigeria",01-900010,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Jags-shellys Constr. Nig Ltd.,"Lagos, Nigeria",01-2611146,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Jagal Sports Ltd.,"12 Bristol Rd. Apapa Lagos , Nigeria",01-5457771 01-5457770,,others,6.445714662,3.364207345,"Bristol Road, Apapa, Lagos, 101001, Nigeria"
Jankada Hospt.,"34 Ojekunle St. Mushin Lagos , Nigeria",01-4520729,,others,6.536487088,3.34051497,"Ojekunle Street, Mushin, Lagos, 100263, Nigeria"
J A O Finance Ltd.,"40 Opebi Rd. Ikeja Lagos , Nigeria",01-4961376,,others,6.585393143,3.364718386,"Opebi Road, Oshosun, Ikeja, Lagos, 100211, Nigeria"
Japson Tradg. Co. Ltd.,"50, Iga Idunganran St., Lagos , Nigeria",01-2669467,,others,6.461731904,3.389288883,"Iga Idunganran Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Jason Nig Ltd.,"15. Amore St. Lagos , Nigeria",01-4932244,,others,6.598288396,3.349836588,"Amore Street, Alausa, Ikeja, Lagos, 100281, Nigeria"
Jata Watch,"64, Awolowo Road, Ikoyi, Lagos, Lagos, Nigeria",-2120,,others,6.442498899,3.420563038,"Awolowo Road, Ikoyi, Falomo, Eti Osa, Lagos, 101241, Nigeria"
JAYEOLA RENTAL,"20 Ojutiku Street, Lagos, Lagos, Nigeria",234-80557233101,,others,6.507183668,3.343964894,"Dayo Ojutiku Street, Surulere, Lagos, 102215, Nigeria"
Jayasa Dredging and Constr. Co. Ltd.,"95 Awolowo Rd. Ikoyi Lagos , Nigeria",01-2682786,,others,6.442498899,3.420563038,"Awolowo Road, Ikoyi, Falomo, Eti Osa, Lagos, 101241, Nigeria"
J.B.J. & Bros. Nig. Ltd.,"21/23, Docemo St., Box 6995, Lagos , Nigeria",01-2661371,,others,6.460647459,3.388079365,"Docemo Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
J.F.C. Nig. Ltd.,"36, Idumagbo Ave., Box 4260, Lagos , Nigeria",01-2657376,,others,6.4589123,3.3902907,"Idumagbo Avenue, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Jimss Nig. Ltd.,"84, Awolowo Way Ikeja , Lagos, Nigeria",01-4966362,,others,6.6076149,3.3499671,"Obafemi Awolowo Way, Alausa, Ikeja, Lagos, 100282, Nigeria"
Jimson Stationery Store,"17 Ladipo St. Mushin Lagos , Nigeria",01-524761 01-524761,,others,6.541096444,3.343854924,"Ladipo Street, Mushin, Lagos, 100271, Nigeria"
Jimoh Peleowtfo Tradg Stores.,"S/Lere, Lagos , Nigeria",01-5841437,,others,6.5024582,3.3590279,"Surulere, Lagos, 102215, Nigeria"
J.K.O. A Co.,"12, Oshitelu St., Box 1065, Ikeja, Lagos, Nigeria",01-4960333,,others,6.5943142,3.3392426,"Oshitelu Street, Computer Village, Ikeja, Lagos, 100282, Nigeria"
Jobi Elect. Nig. Ltd.,"152 Agege Motor Rd. Mushin Isolo Lagos , Nigeria",01-520344,,others,6.552375057,3.353210289,"Agege Motor Road, Tinubu, Ikeja, Mushin, Lagos, 100271, Nigeria"
Joe Bros. (Nig.) Ltd.,"37, Orishe St., Ikeja, Lagos, Nigeria",01-4962098,,others,6.602288,3.3451411,"Orishe Street, Alausa, Ikeja, Lagos, 100282, Nigeria"
Joe Steve Med. Cent,"8 Apata St. Shomolu Lagos , Nigeria",01-5823346,,others,6.530867961,3.373660558,"Apata Street, Somolu, Shomolu, Lagos, 100231, Nigeria"
Johnny Benco Stationery Stores,"Lagos, Nigeria",01-2631663,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Joint Dock Labour Ind. Council,"12A Glover Rd., Ikoyi, Lagos, Nigeria",01-2673396,,others,6.45694585,3.42481725,"Glover Road, Ikoyi, Falomo, Eti Osa, Lagos, 101222, Nigeria"
Joint Consult,"56, Iwaya Rd. Lagos , Nigeria",01-5867718,,others,6.502787908,3.388316741,"Iwaya Road, Lagos Mainland, Lagos, 104233, Nigeria"
Jolayemi Stationery Supply,"15, Agarawu St., Lagos, Nigeria",01-2633830,,others,6.45826388,3.388560923,"Agarawu Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Jolly Tech. Eng. Works,"47, Freeman St., Lagos, Nigeria",01-635907,,others,6.480879488,3.385807277,"Freeman Street, Iddo, Ebute-Metta, Lagos Mainland, Lagos, 100242, Nigeria"
Jonny Nig. Clearing Sers.,"185 Agege Motor Rd. Mushin Lagos , Nigeria",01-524307,,others,6.552375057,3.353210289,"Agege Motor Road, Tinubu, Ikeja, Mushin, Lagos, 100271, Nigeria"
Joseph & Sons Bookshops,"24. Sawyer St., Box 4612, Lagos, Nigeria",01-2630920,,others,6.508234662,3.377636775,"Sawyer Street, Lagos Mainland, Lagos, 104233, Nigeria"
Joscon Inter. Ltd.,"29 Moloney St. Lagos , Nigeria",01-2633673,,others,6.448050359,3.405167415,"Moloney Street, Lagos, Lagos Island, Lagos, 101222, Nigeria"
Jot Sers Nig Ltd,"45 Palace Rd. Lagos , Nigeria",01-5871381 01-5871380,,others,6.430161483,3.450274622,"Palace Road, Maroko, Ilado, Eti Osa, Lagos, 101243, Nigeria"
Kabaka Inter. Guest Hse.,"3 Olatunji St. Oshodi Lagos , Nigeria",01-4960159,,others,6.516229248,3.30797256,"Olatunji Idowu Street, Oshodi/Isolo, Lagos, 100263, Nigeria"
Kadaralau Stores,"235 N/ Azikiwe St. Lagos , Nigeria",01-2662645,,others,6.456096762,3.38823224,"Nnamdi Azikiwe Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
Kalunta Memor. Neuropsychiatric Hospt.,"130 Broad St. Lagos , Nigeria",01-2666228,,others,6.453685605,3.389255352,"Broad Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
Kalaiwo D.B. & Co. Ltd.,"40 Docemo St. Lagos , Nigeria",01-2633459,,others,6.460647459,3.388079365,"Docemo Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Kampala Hotel,"6 Kolawole Odunsi St. Ikeja Lagos , Nigeria",01-4960739,,others,6.593827963,3.346528169,"Kolawole Odunsi Street, Ikeja, Lagos, 100281, Nigeria"
Kano Garba (Nig.) Trans. Co. Ltd.,"23, Caulcrick Rd., Lagos , Nigeria",01-5876567,,others,6.446660379,3.370841323,"Caulcrick Road, Apapa, Lagos, 101001, Nigeria"
Kanwa Pharmacy Nig. Ltd.,"39A Calcutta Cres. Apapa Lagos , Nigeria",01-5871593,,others,6.440410189,3.365348356,"Calcutta Crescent, Ilado, Apapa, Lagos, 101001, Nigeria"
Kayfem Konsult,"28, Allen Ave., Box 6000, Ikeja , Lagos, Nigeria",01-931950,,others,6.60163849,3.352051473,"Allen Avenue, Oregun, Alausa, Ikeja, Lagos, 100282, Nigeria"
Kaylan Holdings (Nig.) Ltd.,"205, Bamgbose St., Lagos, Nigeria",01-636541,,others,6.53465865,3.2631497,"Bamgbose Street, Alimosho, Lagos, 100263, Nigeria"
Kaycee (Nig.) Ltd.,"16, Rhodes Cres., Lagos , Nigeria",01-5875687,,others,6.443727799,3.37156994,"Rhodes Crescent, Ilado, Apapa, Lagos, 101001, Nigeria"
Kaystone Pharm. Ltd.,"31A Toyin St. Ikeja Lagos , Nigeria",01-4964133,,others,6.596005518,3.351082574,"Toyin Street, Oregun, Ikeja, Lagos, 100281, Nigeria"
Kay Kay Pharm. Ltd.,"Ozumba Mbadiwe V/Island Lagos , Nigeria",01-2610315,,others,6.436224824,3.415747974,"Ozumba Mbadiwe Avenue, Victoria Island, Itirin, Eti Osa, Lagos, 101241, Nigeria"
Kelu Specialist Clinic,"6 Lake St. Lagos , Nigeria",01-2665730 01-5837446,,others,6.458286366,3.382152487,"Lake Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
Kemisor Clinic and Hosp.,"41 Adele Rd. Apapa Lagos , Nigeria",01-5872453 01-2631289,,others,6.440446431,3.369504718,"Adele Road, Ilado, Apapa, Lagos, 101001, Nigeria"
Kenny Foods & Decor,"Lagos, Nigeria",01-8985323,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Kessie Hair Dressing Salon,"Lagos, Nigeria",0l-5830977,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Kes Computer Engr.,"60B Palm Av. Mushin, Lagos , Nigeria",01-520975,,others,6.533516543,3.344986692,"Palm Avenue, Mushin, Lagos, 102215, Nigeria"
Ketu Rest Hse.,"56 Ikorodu Rd. Lagos , Nigeria",01-4965137,,others,6.611231188,3.419140738,"Ikorodu Road, Erukan, Odogun, Kosofe, Lagos, 100247, Nigeria"
Khrist Trans.,"20, Commercial Rd., Lagos , Nigeria",01-5875723,,others,6.515818805,3.391712857,"Commercial Road, Shomolu, Lagos, 104233, Nigeria"
Kitoye Arch. I.A.,"165A Isale Eko Av. Dolphin Est , Lagos, Nigeria",01-2695935,,others,6.460900823,3.417374105,"Isale Eko Avenue, Dolphin Estate, Ikoyi, Eti Osa, Lagos, 101222, Nigeria"
K K Azeez Enterprises,"14 Elegbata Street, Lagos Island, Nigeria",-35845167,,others,6.458764052,3.381889524,"Elegbata Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
K-LINE SHIPPERS INT L. NIG. LTD.,"70 OPEBI ROAD IKEJA , Lagos, Nigeria",01-510242/01-2619943,,others,6.591133088,3.359872425,"Opebi Road, Oregun, Ikeja, Lagos, 100281, Nigeria"
Koda Trading Co. Ltd.,"90, Awolowo Rd., Ikoyi. Lagos , Nigeria",01-2692758,,others,6.442288829,3.419864805,"Awolowo Road, Ikoyi, Falomo, Eti Osa, Lagos, 101241, Nigeria"
Kofosons Supermarket,"17/19 Alabe St. Isolo Lagos , Nigeria",01-521709,,others,6.533504922,3.329224084,"Alabe Street, Oshodi/Isolo, Lagos, 100263, Nigeria"
Kolington Tech. Ind. Ltd.,"25, Abimbola St., Isolo, Lagos, Nigeria",01-522728,,others,6.514832527,3.307869231,"Seke Abimbola Street, Oshodi/Isolo, Lagos, 100263, Nigeria"
Kollinton Tech. Ind. Ltd.,"26 Isale Agbede St. Lagos , Nigeria",01-632455 01-5847924,,others,6.458221423,3.390193986,"Isale Agbede Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Kondall Travels & Tours Ltd.,"14 Warehouse Rd. Apapa Lagos , Nigeria",01-5457584,,others,6.440531209,3.371680257,"Warehouse Road, Ilado, Apapa, Lagos, 101001, Nigeria"
Konstant Tracks Ltd.,"Danmole St.V/I. Lagos , Nigeria",01-611820,,others,6.428331652,3.41350165,"Danmole Street, Victoria Island, Eti Osa, Lagos, 101241, Nigeria"
Kuji Intercontinental Agencies Ltd.,"131 Isolo Rd. Mushin Lagos , Nigeria",01-524103,,others,6.531499457,3.339508911,"Isolo Road, Mushin, Lagos, 102215, Nigeria"
Kukawa Pharm Ltd.,"41 Calcutta Cres. Apapa Lagos , Nigeria",01-5870952,,others,6.440410189,3.365348356,"Calcutta Crescent, Ilado, Apapa, Lagos, 101001, Nigeria"
Kunci Supermarket,"89 Bamgbose St. Lagos , Nigeria",01-2631261,,others,6.53465865,3.2631497,"Bamgbose Street, Alimosho, Lagos, 100263, Nigeria"
Kuramo Lodge,"V/I Lagos , Nigeria",01-2615000,,others,6.44789885,3.439286241,"Consulates General of Denmark and Switzerland in Lagos, 15, Onisiwo Road, Ikoyi, Falomo, Eti Osa, Lagos, 101243, Nigeria"
Labola Enter.,"32, Bishop St., Box 6424, , Lagos, Nigeria",01-2635464,,others,6.552882411,3.359044596,"Bishop Street, Mushin, Lagos, 100232, Nigeria"
Lad Group,"24, Abimbola St., Isolo Lagos , Nigeria",01-522716,,others,6.514832527,3.307869231,"Seke Abimbola Street, Oshodi/Isolo, Lagos, 100263, Nigeria"
Lagos State Polytechnic,"SURULERE , Lagos, Nigeria",+234 1 7946972,,others,6.4855737,3.353990695,"Surulere, Lagos, Nigeria"
Lagos Busi. Sch.,"35 A/Hopewell St. Lagos , Nigeria",01-2625888 01-2624199,,others,6.437099609,3.429361549,"Adeola Hopewell Street, Victoria Island, Itirin, Eti Osa, Lagos, 500001, Nigeria"
Lagos State Poly.,"Isolo Lagos , Nigeria",01-524298,,others,6.53984935,3.312384019,"Oshodi/Isolo, Lagos, 100263, Nigeria"
Lagos State Federal Information Center,"18, Awolowo Road, Lagos, Nigeria",01-960586,,others,6.442288829,3.419864805,"Awolowo Road, Ikoyi, Falomo, Eti Osa, Lagos, 101241, Nigeria"
Lahaday Nur. Sch.,"19 Adeniyi Jones Av. Ikeja Lagos , Nigeria",01-4963658,,others,6.611372248,3.345193435,"Adeniyi Jones Avenue, Alausa, Ikeja, Lagos, 100282, Nigeria"
Laketu Suppliers (Nig.) Ltd.,"141 N/Azikiwe St. Lagos , Nigeria",01-2664108,,others,6.456096762,3.38823224,"Nnamdi Azikiwe Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
Lakeside Inter. Ltd.,"188, Igbosere Rd., Lagos , Nigeria",01-632655,,others,6.450909463,3.398410829,"Igbosere Road, Lagos, Lagos Island, Lagos, 100242, Nigeria"
LAMBAK RENTALS,"47 Ishaga Road, Lagos, Lagos, Nigeria",234-1-8971224,,others,6.513922929,3.357296953,"Ishaga Road, Tinubu, Mushin, Lagos, 102215, Nigeria"
Lamgan Agro Allied Ind.,"104 Olateju St. Mushin, Lagos, Nigeria",01-525345,,others,6.538336937,3.357691293,"Olateju Street, Mushin, Lagos, 100231, Nigeria"
LAMSUF NIG. LTD,"Lagos, Nigeria",01-8119917,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Lamngwa Electr. Eng. Works,"37/42 Webb Rd. Ikoyi Lagos , Nigeria",01-684825,,others,6.449010029,3.430515845,"Olawale Dawodu Road, Ikoyi, Falomo, Eti Osa, Lagos, 101222, Nigeria"
LAN OSHY ENT,"7 Okunola, Lagos, Lagos, Nigeria",234-80601433033,,others,6.4456773,3.424534378,"Villa Angelia, 2/7, Okunola Martins Close, Ikoyi, Falomo, Eti Osa, Lagos, 101233, Nigeria"
Lanairsea Frsight Sars Ltd.,"31 Toyin St. Ikeja Lagos , Nigeria",01-4933434 01-4933588,,others,6.596005518,3.351082574,"Toyin Street, Oregun, Ikeja, Lagos, 100281, Nigeria"
Lanoy Trade Links Ltd.,"33 Adele Rd.Apapa Lagos , Nigeria",01-5457503,,others,6.440446431,3.369504718,"Adele Road, Ilado, Apapa, Lagos, 101001, Nigeria"
LaNasir Nigeria Enterprises,"55 Princess Street, Lagos Island, Nigeria",-60199543,,others,6.461508159,3.39304277,"Princess Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Las Palmas Inn.,"2/4 Fadeyi St. Fadeyi Lagos , Nigeria",01-5821923,,others,6.433277641,3.523732134,"Fadeyi Street, Ibeju, Eti Osa, Lagos, 101244, Nigeria"
Latmus Nigeria Enterprises,"62 Idita Street, Lagos Island, Nigeria",-22614034,,others,6.460529223,3.38426412,"Idita Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
Lawal Alh. Mukadam & Bros.,"20, Oroyinyin St., Lagos , Nigeria",01-2636871,,others,6.461050909,3.390533766,"Oroyinyin Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Lawal Yesufu,"27, Agarawu St. Lagos , Nigeria",01-2633555,,others,6.45826388,3.388560923,"Agarawu Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Layem Assoc.,"90, Obafemi Awolowo Way, Lagos , Nigeria",01-4964929,,others,6.602383275,3.344455913,"Obafemi Awolowo Way, Alausa, Ikeja, Lagos, 100282, Nigeria"
L B. Tradg. Nig. Ltd.,"66 Awolowo Rd. Ikoyi Lagos , Nigeria",01-685407,,others,6.442288829,3.419864805,"Awolowo Road, Ikoyi, Falomo, Eti Osa, Lagos, 101241, Nigeria"
Lead Merch. Bank Ltd.,"1 O/Olashore St. , Lagos, Nigeria",01-2820430,,others,6.43031715,3.42750845,"Oladele Olashore Street, Victoria Island, Itirin, Eti Osa, Lagos, 500001, Nigeria"
Lectern Telecomms. Ltd.,"30, Ikoyi Rd., Lagos, Nigeria",01-2695618,,others,6.451614722,3.415122645,"Ikoyi Road, Ikoyi, Falomo, Eti Osa, Lagos, 101222, Nigeria"
Lederle (Nig.) Ltd.,"54 Allen Ave. Lagos , Nigeria",01-4933573,,others,6.60163849,3.352051473,"Allen Avenue, Oregun, Alausa, Ikeja, Lagos, 100282, Nigeria"
Leewy Shippg Agency Nig Ltd,"70 Marine Rd Apapa Lagos , Nigeria",01-5457659,,others,6.441176481,3.355082016,"Marine Road, Apapa, Lagos, 101001, Nigeria"
Lek Pharm. (Nig.) Ltd.,"48 Allen Ave. Ikeja Lagos , Nigeria",01-4962785,,others,6.60163849,3.352051473,"Allen Avenue, Oregun, Alausa, Ikeja, Lagos, 100282, Nigeria"
Leo Inter. Guest Hse.,"41 Abiodun St. Shomolu Lagos , Nigeria",01-5822544,,others,6.536075907,3.381307464,"Abiodun Street, Somolu, Shomolu, Lagos, 100231, Nigeria"
Leventis Tech. Ltd.,"Iddo Hse. Iddo, Lagos, Nigeria",01-5860249,,others,6.474846,3.3822978,"Iddo House, Iddo Road, Iddo, Ebute-Metta, Lagos Mainland, Lagos, 101212, Nigeria"
Lexmay Tech. Co. Ltd.,"5, Fola Agoro St. Shomolu, Lagos, Nigeria",01 -5820472,,others,6.527217134,3.380800458,"Fola Agoro Street, Somolu, Shomolu, Lagos, 100231, Nigeria"
LEY CONSULTANTS,"17 Adeniji Ikorodu, Lagos, Lagos, Nigeria",234-8079037632,,others,6.609514799,3.50672046,"Adeniji Street, Ìkòròdú, Lagos, 104214, Nigeria"
Lialian (Nig.) Ltd.,"19. Kodesoh St., PMB 1008, Lagos , Nigeria",01-4961456,,others,6.594014,3.342019776,"Kodesoh Street, Ikeja, Lagos, 100282, Nigeria"
Libra Hotel,"Oregun Rd Ikeja Lagos , Nigeria",01-4976325,,others,6.6010014,3.3644638,"Oregun, Alausa, Ikeja, Lagos, 100281, Nigeria"
Life Strokes Art Gallery,"160 Awolowo Rd., Ikoyi, Lagos, Nigeria",01-680795,,others,6.442288829,3.419864805,"Awolowo Road, Ikoyi, Falomo, Eti Osa, Lagos, 101241, Nigeria"
Light Hse. Electronic,"103 Obafemi Awolowo Way Ikeja Lagos , Nigeria",01-4933158,,others,6.60776661,3.350015044,"Obafemi Awolowo Way, Alausa, Ikeja, Lagos, 100282, Nigeria"
Lileshall Nig. Ltd.,"48, Burma Rd., Box 1239, Apapa , Lagos, Nigeria",01-5877584,,others,6.437047855,3.365489903,"Burma Road, Apapa, Lagos, 101001, Nigeria"
LINPON ASSOCIATES LTD.,"174 BROAD STREET LAGOS , Nigeria",01-2666484 /01-2667324,,others,6.453685605,3.389255352,"Broad Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
Lions Club Inter. Districts 404 Nig.,"Marina Box 3370 , Lagos, Nigeria",01-4964993,,others,6.4461596,3.3950293,"Marina, New Marina Road, Lagos, Lagos Island, Lagos, 101001, Nigeria"
Lioyds Register Of Shipping,"11 Park Lane Apapa. Lagos , Nigeria",01-5873558 01-5454249,,others,6.449265537,3.359031785,"Park Lane, Apapa, Lagos, 101001, Nigeria"
Lion Signs,"94 Palm Av. Mushin Lagos , Nigeria",01-5845489,,others,6.533516543,3.344986692,"Palm Avenue, Mushin, Lagos, 102215, Nigeria"
Living Seed Creche,"Lagos, Nigeria",01-8194547,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
lke-olu Press & Bookshop Ltd.,"Lagos, Nigeria",01-931184 / 035-680231,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Logemo Maternity Home,"9 Idumagbo Ave. Lagos , Nigeria",01-2633065,,others,6.458894469,3.390460814,"Idumagbo Avenue, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Longe Stationery Works,"8, Bamgbose St., Lagos, Nigeria",01-2632766,,others,6.53465865,3.2631497,"Bamgbose Street, Alimosho, Lagos, 100263, Nigeria"
Loo Commercial Agencies,"5, Ojo-Giwa St., Lagos , Nigeria",01-631816,,others,6.459927488,3.390509125,"Ojo Giwa Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Lopex Inter (Nig.) Ltd.,"33/35, Adele Rd., Box 5209, Apapa Lagos , Nigeria",01-5870044,,others,6.440446431,3.369504718,"Adele Road, Ilado, Apapa, Lagos, 101001, Nigeria"
Lotel Electro. Systems,"19 Mekunwen Rd. Ikoyi Lagos , Nigeria",01-687901 01-681481,,others,6.445846613,3.439857222,"Mekunwen Road, Ikoyi, Falomo, Eti Osa, Lagos, 101243, Nigeria"
Lotti C. & Partners,"7/9, Burma Rd., Lagos , Nigeria",01-5871297,,others,6.437047855,3.365489903,"Burma Road, Apapa, Lagos, 101001, Nigeria"
Lozinger Secu. Ltd.,"64 Awolowo Rd. Ikoyi Lagos , Nigeria",01-2689540,,others,6.442288829,3.419864805,"Awolowo Road, Ikoyi, Falomo, Eti Osa, Lagos, 101241, Nigeria"
