name,address,latitude,longitude,type,zone,google_logo_url
Suit Las Caracas,"14/16 Aderibigbe Street, Off Ajayi Street, By Custom B/stop, Onike, Lagos",6.514103,3.383068,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLkOEY7xs9ofgY4BGFgDNfKH2XJPGZUKjc7eGBqiDdemi4sJDdk945Mt_XPKy0jWZWtl79mz5LfozSanGc9YX8jhjA7Bk0MfP5tTye6-If6qGIbJQH_GuhBTN6WjOqgSc3RaLNMScE354EIa8E8CzFXrcih6oF8kGV5yREIQvwFlzBQACEBqHz3YVNrdr33egd7U5VHaqH718QxHJYvT9RIdVdBwezcfL6IAI-0KfdBllnFFJS50dlgnO-ff8SeLdu3s7O58jeoLv8Mz9OkZvpg1qwvNxjB7SGnkg_5AL6KeNUmntDnhdib4gKRNxOW-GjVs_3885d85o-H6ehhJLZQtBj9Enlxb2E6rlAaDQxjI4faAuY_4L9N59It_u55EOq_kxUv3NnUuxz7XpVxgYNlsEDo3D_L6t5rk9dCKZdfXuNQ38i-84kqsg_elc_j2giYYj6lj6mIXdG20iOo8f0-csTh5JeR4VAUynOqdHEKsPcU2AbhBmqhBC8t56gaLKTQdgcSm6VJpZsyb4VHR1lw5CAIFA7K6Gw4utwDfiAawoHvp4fKE4W4WrPIT6YsgveeHE9EF8vItnyyRFh6pnnaSOoGbOiufM_Gfd8JVn5SIDo9ndpCOpIg47ALpyZj&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Taid International Hotel,"No. 15, Lawal Street, Igbobi College Road, Fadety - Lagos, Lagos",6.523471,3.3714722,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLUufP7FzCEMxXtUM_rpGioWDElTdPRYDr-8SZaCZISuVJYe4XFAJ1sT7Bf4MydHXNEOokvS5nDeX_On6nz6xxX8Q6_Lfo1U-8GAC2Ryys-nynCl8tKO43K6k1kOj2YLu8HA8fBGX4ZkeC9_qPur_Sv0yZjom7wqOY_T1FJf45Ix2qv1U7LxKiP-XJ8H26SPtxzzjhdJQgU7nzhEe2W1sBl-AtEbHA_yPdWhJESfN42AA4zVgTuu104EDebNVKqVIeMx9ubKJbk-ScZbrlUvuckIlODFcwKlJ1etyZ4-k67eFM685gpiNTcA9n78plw-bCe6sV0D3LcrYqZ0yW88D0cRYrExJfzhuSwzQsShBkgA-hp01AZgOgPyN9e9ka4Ku8jQpJeVgbXpzHNDJcILA6EcWmRtKWqlPGDav-8CtA39LkkkZ6gWeURDEVRd0MfRW49j9L-Q8QdOLES8EGxz0YjXHLiiVvo77m4y7CJNK7Xntdh-1IaVhmmymGcwuXau0p-Ny2CkKfZSaD2zJNWNh097nXbEb-MsrKfJDK6Pq-0SitDBp0-xvm3iXlIy--RqSXTS_8ECVAUof_yXubg0y3gUTKfT-sS-F5007uwcOmZxXKcKWPUWOzPzXTtZyGJOYSRpw&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Ornament Hotel,"G9FG+RR5, Bailey St, Lagos",6.524416,3.3770167,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLzJMlPBoM_4m0NLyad4nE0CX84C3fxCdiOfzCon_Zia6MWnxkjXxTC9zQfHBdxBfdSqV8HXpFAzI5xwFNz7fR5ObWR5eHvD1EMjvCj-k5IGAgg59DuYXEiGg6Mb5duzBoUoka6DLM4-xlg0pMgDEDf1KFdkTBODxhf5lRfJbr65N2F1aJrhv-6g0JLskIKfWA4NDXa7ibStWPf52rdFgflwBh_IFvlXfZVfwotMCOjLIUWhATHGuAu5oUZ2kKguEgN832iDvoio6kpw_O92t-lQPofQMdFn2oNGYyY6XEp8DekuuB71Uv0bJu9x4FbY_Etu_h62EbMkQgMFSfdTZYXZsNdOyp1QP72OAkU8nBhI8mUAHUrvW6Bk0TBT6tYtz-e4kD5MQjbcEIsDBzRQRw6ecdGpAzC9itvtF6kIfHb1e6AXtxi5OkmWBt3WERmXVMByJ3A5PQELcOj7KtYxGu-VBvOQWTdGSTC2D8pJJVZEZW0CgTpDWmsbwpTiNEKuJ_Q7V7sPw4jp9Ht1EhBkwD-EXft1LZUB_V7e2GWKO7UHfXe1EBgG51guKOFumB2ZFMllUzsEiumZ8lO66Gj5CpbxM3ZOcI75fRcQ0cULROuRNZBW5S9rDhTw5_IaWgD&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Lagoon Hotel and Suites,"88 St Finbarr's College Rd, opposite Fidelity Bank, Lagos",6.530921,3.3880783,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLWPXuTSWAXxznLPhQ-EMr1IyXykCjs7rlOw5U9CFHGIQs0blbFjiRE5XVg_B6MJH8CQ-A75q4nPkGYKcNLliuhb5j7RkjUmea2R1HwMdRTYhGzY_DqNntDoNBd3xW0tCHvtmRhR7K3eJ8o4Jxh57S9Pb7E8tk45BOdOczTUcRYNQ6P6zwZZtH1P86nN-PJ9BtASCQ4tGhRNPkyvKXwcPYJwK3mGll91FL-1iaVUADzl6iMOm6fwyzlxyceZ7Bfn0tj9T0sI1qf4hXWJdmuOGKnlzJKf48mt0Yzagj7JivguQ7lC88MVCGnoglJOt8HZ3CsWZmpjqOjOF2EUNRoe-Q0IBY_dZhJroB5pv9Fni4DFQVxmwhu7PzBvA7iAp9KPBdQ7In1-xJRG-oLyYxio5HGwNrmpTt7ZQpYmOWuXPBoqeeb3ppVWwaw5znH2p3tGmm_Qb_fCZeC9BsBQ163euzgTNJRy4JZflFGpaWKHo6R1eQaXMIGgQw1oAF8ajc1SErMd3p8UQRZWEOnKmVyb4RqKNw1nknQ1SaGDWhKBgkYmsyZdRHWgSIGWQa_4QYWMmDdQho0B9LHluMegAcrih7-LqyUcHgx4iTTEsd2Bbh1-YKFv24A-ZrO4K41c26Z-S_Q9jOu&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Footed Hotel and Suites,"3 church street, off Lagos-Abeokuta Expy, Lagos",6.529895,3.3788676,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcIeQv0IHrWiWNlIZ9Lx_NLFey6l2IDfF4HT4FplcOYDgjvwpPw8nlP24Ayx0ZHSpBCRw6XofvsBsP5nmz6dqPi4xk3D26ARi1cC9tg-dvqIh3KZdm9G8PuBy8U3J8enncGi_RgR6JjggR89eg0jQI59E15Nyhu_4ZBVe0cVVO1xwCGACgwPYLVUVJdabl85qSPioA8nNRBbs-cCoLhQKEvT5PZ9hjGD6NPy95SffLP6GcJaqZDaQY-VnedmKetRmzzrTCLXSA2nyo90QWlcAVrxhJngdXWg7bEbOH_lIUhK1TRlGe5K02GNa4u7rGvTL8Xm0iMlMwg&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
De-next hotels,"2, wulemotu ajoke street Akoka Yaba, Lagos",6.529314,3.3878521,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcJnOuTg77wQdkhceiRDFfN-GBkLRRnydrdrVC8lkxefnZsH-DeOWRBN5YbjWqlsZi0DfkCkd4-7PBRPLQds2bf9Byi32kLKzOUTLPtijkRKKqpkcneCNy_w61bhdGaKKWpzzdYsXQ8dbWcHnzyzgpFrDC_DJpn3I7n99qbp0M4fd9gU0fkTNXSHrRwsGiFbbASx9qoAHQuQ3-zN_wiwzTnZX89tOcZ23xJWbH5BV6tSELfhrrNsIZvKD0-eD3yL_B4OBlH5Jbzfbctu7uAV93t7R0iOXO5dTROM3jvRIn-g8vifyfIwZHRxlbVU1OTAI4eWag80xzg&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Oasis Hotel,"G9FP+QQM, Adeyinka Osijo St, Lagos",6.524469,3.3869255,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcKmaG-1dN4PmmMUVd3oNuB_C6FMbfof7p_CcfrAcarmJzwr5Z-rKcdmNQQGXPOFOIlgjSPmlWptINa8ol2LMDMnDkW1ttQ5699VdJgTGbIPHTCHCQ1OZUw1wJOR4S-dgbDrHYt7MAIeRhZMF308G5SJYFXebPn7RaPXd1u3dZTqY84Mqe1QXvRbWKQnjaQmkGbVpYpD0U_IahrasNnqq4XinQHxGOXbzfPVRZi0FMMeUa7IkUBEbUcXWpiMhGozj6EzhPFTRNo19LeinykK4KMdPZSL0enyRE8ApzTxlggUQZuRtF6aERhSG4CA_v4uYhdVMUN93LwPFa24aPunzp2z4gpx3XY4feB3qlSxR1JpEBFFY03ot5ahDKzVDF5FDhW7TjOxelGchyr0y43izJkgiyq4cGviKyub2SNMCEga71HbceLFlnZciPgF3hagbL5VjRpWLofxnTeelW1wCu_qnshpXX36Lmcwi3QfjXLIGC4GVHpYpeKmm3l1z8Hi180ql11cNtBIrLZ97kt88Cna-m-ZYtSAxUMi7v3_-eptZ3jG1zG-fGipGDX8vDPzH2Z49UCQGmOqofmskn7hKVFy9GgzCfPzxJq1rDcbazlKLUWciK_EFEniTPfIvzJG2A1eUw&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Zest International Hotel,"St Finbarr's College Rd, Lagos",6.525402,3.3860923,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcIbtqqbm3Aj1VoCkbSUbKuwMhBw8OvCktl1gIvRzqeCDdsvEaNJ55UfZtukDutg7v3rg83nHaVF2QpGO9iNW6u_YL25GBO5ZGQmYw8okIDEo-fM7oRzf0lxELpRI1dvb-Ge8Cm1e1UCY96LZepZVN4AY3HHC7Z-2vILAhDXLxeyxUxNZ59w9XP4cPpmFpCSmo1sEefh23_XICqyacsEdgseRc0m3XrfVzjirqvRjV7mspk_60ZCDbIUma1IO-urHZEIwBfCv1KFSW8hJ7Q0pUngwJtkvJ9aKRLQ4_2oZ7X8KbQyMUI3ZcF_gpQRgs9AZwAsw5Q6GTnmwIgxAIPxgS4GE7WGyyWaSvYXfC4LkZm185jmrX62oyqvZvNgCKH92KgmKfkLRkmLG7FdtFANomE7AcN-dci1HEtbJkVZLwS4bYUo4trpOVSnt4IiVm09lLGIsPkaCokBerVRMyi--RgH2pzmwjNyzRSfNg0OATPD5C5izpJJHwb8dqQ6BuCmm08ElFcE11jnUQLwdZePDpg7fP7xXJOc6SOgyc654BLCYuDU_ta_0CwSiaRyuAudaZbjqyBOv6OUJRkJ9-QFmY_VE1AsICQvLUKzrg0VyAE5R5Tsh3oqa6LNCk7A4txE9Vqbvw&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Akoka,"G9GR+4X6, Lagos",6.525314,3.3923896,"lodging, point_of_interest, establishment",D,
Kolex Hotels Limited,"2 Olufeko Close Lagos, Fola Agoro St, Lagos",6.529773,3.3831821,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLOZrC07l8pp16veFXTRoF9BbMSepajKJH2qxuxsLlKawCfNZnrwF0GLrms3Q3gjh2tv2tj_uVN5RoxIhJO4A2t-DZSlL06c8xGJylCrwfyqXe8PbNITZP1h8EgaUh3PQJXNO_hcOM3wySlNT1mOqvfBFJTS_HywtdE0KIXF6znbc794ADpTG15jc-wXZfW3qDDRV_C_OyG0CTdPrRMnCoo7l0-LSNdwnxW_HDBapehzURdI7BQIwYQnrqgxWBkmYDEnSOUpuQ4Sh8w8XSnMFz6HbYi0yM72xFVOKcLEVefySGSJPqwZPGvU1tqZM9mtRXLsZVOdui6alE6fWZ_tmcGzeD2eKvZeq25BIo-sbce99qlHn4G8Ga6zkApO8Wpmlr_5TNoymKjJJiVv9ItWDyrdZvPhBMHPUsWVjxYG2x7op0YKo6xA_OyIipHmiiwUnKS9NBl3xTsJhBJ1lPzDkiq7zoxU1RPntEzUUOJxDbE2SF9wbg3m_SXdFPOjSRSAa5RrF9vxeNnJUsPap1y78ZoXsSJbthZHVKQfIQEUk2NBz4X7izfGf7L2GxuT_sF9Rnj3tBpqGMqjJHahGwv-OcFjhK1_MC5CAaVRBzDThTwz9A__PQjyjkyy9GCGcOm-NDQfYiF&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Eed Pension Hotel,"Foluso Alade St, Ikeja",6.534991,3.3305221,"lodging, point_of_interest, establishment",B,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLM4fkhtf5QREJ1-W1ce5ir1v1pWLxe0SP5ZKNGfU_G4UWYuE-waUYAUCCqciMLfW08x5d38kePExhwtx0oe29Wnerio-3mPuZgcy4o_DxKyaMkjuyYsPhGBhDL4PswUS7nQxvrhA92hAk313YXCsjWgGaZqZpTSTNyslLGANJJza01_bROUtGtYAiASGa_HQlUc0amVlYbmnejXccDKV9HrjMSC85rQC_gdty1E0xFlfOzVYRgmWrDf0_JWnkQPS5OtYVddjBmpBCRLhH8Uve_e4pbOs-o7rzIZeUKalnqo70QWNry6djCQtSTemVOCCIXc2MrQ0g&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Bomario Suites,"27 Okeho St, Lagos",6.524301,3.3249334,"lodging, point_of_interest, establishment",B,
M.C COURT HOTEL,"13 Olorunsogo St, Alh. Otta St, off Fafolu Street, Lagos",6.535078,3.3542256,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcIfkB5dQcDfQKnqIVh8G3kahrkhzrtbXy5WUU4Uxd29Rl67uL-kIXgbGbZf9y-qlkkL7pIyHDmPtrVSpjTyqWo3aS21Z0PULkG6Z4xPSQwT5KrXgdPGiB14RsArOOCFr5UfpL92ec6efadKnkDJkl-51vifeIxQPGfTuHpLt86PunutvoZ1vMiQ9TJggRSiLT6tN3zOwcPmHojbVQYPYmBfrdobqsngfHoAj8I-RT7yzsDSDrDzEanCVxaZ7O7zUFsTE99PVj1Z5nj6XDWNFlv2jHcr0DiJP_MMuh5OdRzPgID3pkwjKI_5Ndr1VpgvWkzyVkDHrdGwlz_kXF87tmuNKFQQM63hdTAq1980RvcdSBGdcTo8He0eEWXOgKs8DtVsu8MqdG6Bj7eL_66Ti2bLIoMpZmQ9kbXpgYhCO2ifSVhg47r0uRaiHum-iiY9uUcTDLNUJxWJg6x3B18hgDPD3HAPPqHzfsVt4lg3zzvHo5wY0das4gB1GZrfyn7371ESxFTEZrBSwj8ei8fAyJCO6NcFT54bQFuFbHqct-KGrEENVuUrm8IzY4l91P4dkpRD362CXKFhVeNZNO6tARjjrkh4idu0SqWdkSAf-SEzpK2lmhxcSUNOzQGgzWWpLZmjkyF4&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Mirror Suites,"G8HJ+XRJ, Isolo Rd, Lagos",6.529946,3.3321462,"lodging, point_of_interest, establishment",B,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLKAUT7SQnuTwlx2fQOMFixvEGj5_p9pPxub909P-Fy27tI4HHh0Czdi8Mrri3tq9UAWcGp-9TYfc24M4OhmFe9RQS9Z8rPichkande5U7c08Em1TLC1E67IDb_RUFuuLfn-nRQRjvc9ZG5pUE667RCPYt6w0-Rz4x-3Iby0m1WsnZ87yGs6GmFRVDaQ3n7ekAGA0AueLGfqapL7ZL7-_EYTecfPPUTe1s3gYrxFuTDDqM2gGWHaRKdSaiid9LS57ui9lpsIWfLfWfdWci6k0IZYUEKzMyqMCMsw18RcRXobn8YXES54A9kyA4BoJgdlo_dLCrXQG1KBbqU3lEyDJB60Xf-Z7FT8a6Y3PtBuVSCJxwvJb_mUNrHOgKn25FLoQjBEIBlHch2JgDY822wQGCLTQ44_GVi_RzZCGgIkfuwPGboAIdhSDazJBxPe0Ah8VF1UXbTkrG9BbV4-yLBhYUmZvMOFQSCmM8n5O5HlTHQFTHtEvEeyGF6D0TznHxdFF5IA0lIyiAqtllahITu7ZMhee9A_GeprmiiJhL_FrOP73bR8G5G13dfzpaUG5HPbZ8si1K5FuiBnu7nZwQnusRixgLKjH9eINAk2O6y8-1dzFZ54HbpXJg9z4eEKEeNixRhfg&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Blue Orange Hotel and Towers,"151 Ikorodu Rd, Lagos",6.532974,3.3669156,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcIYQ0Qn9P0JE3kjgJswGeiTaDU2B3MER7zz3qZSMSac81zo7MWjOKgOC2kmwx9uA3_TqnHo0G7e1QQ6nTX4pc8kRfi3O0KZFbbHUxB9nFAPiiBGFJOGJUPt5bzypAXcY4o9VPoMsxMm4xipz4tz75V3ltdNslUG30yS-fh40TFgdFD2fPOvF4TMFGwOO_LavYanwqmx3HuUj6Ar4hKQnB381CCi3-Wbtzk3o5fEkTtExsLwwrnbbjLJ5N-QJyjkcr80l2IEJGelAQHtQfLXDgyQNbluuwFCuYtQNLp6A69FP5wAs8ss5zE66OAsVkKBocLxR22P0MM&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Palmgroove Mainland Hotel,"Palm Grove, Ikorodu Rd, Lagos",6.537516,3.3633394,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcJ0wegCrMr6wPY74V8e0Aum6g9Fj1M8V2texfxz0Rxyowv_Dy2BiV2HPnlL7WlQQVUA4UYbmTbMDUQpRo4R8FrA2gYHnkyWSO9xhfgfeaa-Xhv1RSqGBwJcrwXe0q1E6y0kJd4T_LTJDKrh31kspbwMPssHiFokuvbxd3-yjRHIcbh_Kh8IhrRlIkypl194V43PJ3x-RqEs3GMkXuldqnyXRIMWjwPIgtLdrSI1qeecMW2VbAKDz6aXyrvHyFstF8WAOZeI16NEcQNKQLfLbw7tVHcV9n-sS8tA9uJcNK5bwBCIrZT2Myc4VJTOSgZOGb7FEyT3wFWGUIsCxEypXH53ZqbMt1Owp2iDzJ_fBgbAWvdmKDN6pgQwIcgRV6odD3BrMeJiBmal9ctbo3GsOMIOU2YR2GfEGoOFkRGfvT5M5YPe8mN9FrYwp9_Sm3ETWqof18_LFrYZmTC-k5tMyDvuG4L7rHQv4ufbzmyez1TzlrLyWPl7s5lJNrhreHMym-dKSwq1hisJyjgxsHBnkCo_Z5oOY282solL2PJCIqhoIkOdhDp8QusJKlTOVDzTYIBgCQBjv40xNeS5-9sVdZTR5gcDrTEHpyW170wY2LgCSR6qY0feJQD2oC-LCUmuehNDhdcv&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Neighbourhood Exquisite Resort and Hotel,"48/50 Awoyokun Street, off Road, Onipanu, Ikorodu",6.536539,3.3631134,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcJI_wzrRO2_-QmJa78FmgZGfEtM7ikRuCO5Av4WuvMLxdvi_zEwWGroQYQoVejiS7mLkIWc2_NKd-FxbYYM-aJ3uitsE7gWDBYLN8LASpFOW0bYZXcOGkaqZ0ToNgezGKKrTfKAMQ1pOV4clTXPkVdRULiEoqOtRNslODF_YOJkZQ19Bxj8Ba5LzBnLlmmv1Ebf7QJixah4GSVRh0b_P23jINWkVmsctDcpvg6RzM2HiAGwXE3SrNMwGpEMWQH6jVOP4juPrt-du8mMO1mNo6kEkHAN809EaWRnuhYqn-vW9JC9rTIJygoGktv3Ow8P30GeuuiUCi7XT3FsoAaZcH_Ag0gFnD0SRjXrkj7BpsYZaO22it-yaxW1i75Fi8v3eAjR78NJmU08CwQ1AMf6r69U47GuFGK-CfNtE7pRSOrtsq3XQz3LV5_O0V16HTbtk6Bnxy3Om4NXZQuk1JK8QtU2OM52yzQ7YhlXBML3l61MYf9B--QjS_wKvvkgaAZb5yT7o9pFR_3OnSwDSIabB6-XdHZmJLNEe4d7p59Vf0bVkM5zm8TYaw8TYnmDRG4DHfyUoj2P8VdjiZ90tZzfK7Zl_M2iXBAGztDiuCFV0bYKH5wMgD4DREry8XtTgNcpBdDU5g&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Hope Residence Hotel and Suites,"Local Government, 10/12 Onajimi street, Off Pedro road, Palmgroove, Lagos",6.538501,3.3796064,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcJi9vnQWbNuv7qgLLXGPC6tbDNg4AdQ2drxb9nH0GAVeTCQCEiHsfNdzu7NR3u-CI5k3dla8zIFeLvZXHDobAq5vykZ7UUaFpfyhq2tO6JwjAaQuYbeOi_cpD--GVThBPlPuUKdfEVSFKQNM8-84GleLpsgWuici5HWQvExGqjj_ViBhsncpi4AUP7MQc1XHQEyIbqDy1CmT7z_ebka-HRNYJjwG3rV6nIHJpkapdkrflvhL8719BC3xbtkYGp7aqNVVldUxIDNyYj91sKXgWizAPDEKlYS185eV5UcV9WHm4A_qGX3ku1CeBaYP5THDdQMMBkkXec&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
De Bluezzzz Hotel Ltd.,"12 Anu Oluwapo St, Lagos",6.533071,3.3770165,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLpQTzUDTrjAUUK-zTgJcTBUDy7XYpKu_PtT1SwHHZUJR-N_sg08EOOCda2AMRg4PqOz7XsS0Jtj-t4pliKp5MFO2LZTKc1Ck59WwGPsWM0FO09AVlKO6qSjs6xbWA_4o02VEXjAqEzPp5SjssAH0c0iXePvimB_yJJWYqqxMmeXcNmy3Z4zonNNtXssFW33vpMqLGIjxaI1MPoNiNbZmy-YjwK0tLOn9XIdmafckwq_lvLfF1e25wHVegFTXkRzFhpYO1z39eQ1JTF-Ow4Rbj61FZcNJEqavrEbSOBonJIS1IMrNlWOqlT10TC2wMWPMa5sTyXF6vufjKgbY7D6lxiGr99pG7_ctcu6aD2tojpLIU9f7loS1WSmmIaDJEiP1OuRd1SzW-uhizkdMrG7H9OIQ474woELTe2oxJ3vZUiuzPhvlTiTp4FzXhy6056NyryA0CJ9cACMqg3R87i8zLfUuqV7-oBKeMSVnd5kFHstv3nw5IY2LYCBt5Feedt3AVNcB7C5419H87HZ-eLzY7IBl15kYuli6QW3qqYJICoqzpvWt0aBFDwW-DgJfhJ0TRJSeG16XPUAeR3C9mvhlKYGpzJNvf7hpvAT-D0W91UXDb5_t8r-wb_AjxsY-J2b3qBHjA3&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
On Point Hotel Ltd,"7, Coker Street, Ebute Metta, Lagos",6.529951,3.3584121,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcKG2zdm7oUN9HTBhci66mFbz7t9az8DbgFmkF3g_t0-SS1AiPByzLN39lFrYACM73GqUTEpxbaF2pEEKu5HbBOmxEBUZdUksbXKIi6frzae16KwfvkWKk-9ONpIhfK3tiaIsEX27kWeA1wBX9ENJN1w7kI6ub5fwTtXq050psiN4hJT7uzmHf3c936G9x-pdxF7ZJbNHndG9oi79qw_RKIHc9mCReharZA2PKkG-SdnofdjsXBuF8iFg_fryAFFKDxnGrkFHSMVwPhoSDo2RbnBOD2AzQhNSR4iOeMoUfZJ_L2fN-9MJGhi_tLvb82qpSsEJDIE8EqVC8KM6FMFaZKDYVDMjwX4Gc5I2SqCtqnt_A_M3GMryUpr1HKphDKlohUxrrwcseNtsDWP8dkBFNZDkD_RQ4Jbio3A6OGfR1rg-xcS5yhHwDWxFBxmOd0wbH7koB2xvwve31pmW0Oqg2TnYZY0o9-w5sunWH7XQs7O3PetNXpimvrjhd7fXLnzjxqjkGzkoPeLPsBocbR24q-ApX-Vqqv3g6mGEkP_k51GRnFt8f07uNWXImN9_EvXqM7rE4FisbUxdZqYnpX9LfHgH5A7hl9U_sYgJfiVP7uT8jEWTod7TlQA-OIVTmrCjv8eWQ&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Jadettes Hotel,"4 Ogidan St, Lagos",6.531279,3.361039,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcJgW9YZRoUZar56k98xusnU3jquBrf8qwF_SWJLuAacLd9-M84TALaPhIpLoZAGu8tBmKCJS0chp9OLcTiiDbW-3K7jucrpWN7rSMsPK4-ulKpcx0jYyVPlpPPgnK7yPlCUAC5lAWqR5QopmchQ5xgfsikk3nnXELgqOvCWhMMe2L84NYm_F3RTy8g3VigAwyoTsvfvR0MtQAatLNQQyXnKWQKmpn_RYJUc47ZDhEruia_BujCYMVP4ak_Yp5GK68a62ycIFi8FJkywMeFK-wFw1W-VlcQ69W3NECWLK68A902oXEH-UIbr3SErREyyU6MN1WkkdOocogmtDZIZjfH3imE9-lockI1Nw36SM9vNvur5-N0TyNI6WzV3gIvLR5rgeC35gsz1ca92GkUaEjWo_t00iOCoSmxr6BEEnAKf9cHLXlW1zWD7-d-1n7W7RifWl12HHqYD-xGHCcCSvuBM-qP-Wr1sr0APiD-a0CHCFegBRTliJ6mcJ9A9p7ZwfeCK37igaqLhR6Cv4Dw_YektyMRjb7i922Ntd2QH_PL0en7JqDUwnnZXEBL-Is6QhtRJR0Y4AJnv8KFHrQqMvSU86WrYLr9yNTkdD295eLnYvN5sQ0DWtg1o1YvgXLg_6MXMeg&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Celina Hotel And Suites,"Ilaje Bariga, 3 Deji Aladejobi Rd, Lagos",6.53538,3.3907148,"lodging, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLgmJZh3OksThxN_BZGF_hPvqfyHPjuWkLTdi_JYu6yC_zp8bwVLzeiIEXjJ8UBbvjsBFYuLbniOOUNJf-SIj5QgIMUxryyVLF3oH2657PAVFbmkUZXZ53R-m9piyBEH9pMMHhXG4k8FcNe0nrW_TKvF9duj7CB3qSpwW8QpZNRW6Cl312vBwFoJhndXah7toOlQakFq9wduNcmDh1jXTDQyStc9OR43jehrV8yy7GDzDbn4dkHkOx_FGTDhBwZjY8w0OjXIxEWRthOVODe8xgidiUgrj8pHzuR20AmSALOpCjeQlOKQKE-3HCB3rCkz6jgVyTkh9c7qzquTGgyr7OoMntF7nqBdPi_hJhqKY73iF5mZzz4PhDlSmzmhGpvDS_lIYUJeyG-abkPDrlBjwbjWGRFNcruXYKulLaxChoIqX36LF1XJ0lm6q4U1t2BUxm9xA-qJU_JlE5a-PzRQdpH_06h1UOhhx6gBg6S0wUZIPJEIthHWmG6FrQC_cF8mh15Nfa6_vV1G0btlZTe_Fx8e8c2mRBfuK_2xUd32d8bHzTTp5ilA9P_1cVVDOM_z_mIj7eMfGmXd-VUZXTi-qH5IiOtgwrOsKZEmjZShvKAjQ6gt5vQn1pBSYsk49XdATw7KisS&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
